"cpc_code","title","title_cpc_codes","informative_references","informative_references_cpc_codes","special_rules","special_rules_cpc_codes","glossary_of_terms","definition_statement"
"B65G57/22","in layers each of predetermined arrangement","","","","","","","This place covers: Illustrative example of subject matter classified in this group:"
"B65G57/24","the layers being transferred as a whole, e.g. on pallets","","Use of pick-up transfer devices or of manipulators for stacking or de-stacking articles not otherwise provided for","B65G61/00","","","","This place covers: Illustrative example of subject matter classified in this group:"
"B65G57/245","{with a stepwise downward movement of the stack}","","","","","","","This place covers: Illustrative example of subject matter classified in this group:"
"B65G57/26","the arrangement providing for spaces between the articles","","","","","","","This place covers: Illustrative example of subject matter classified in this group:"
"B65G57/28","by assembling the articles and tilting the assembled articles to a stacked position","","","","","","","This place covers: Illustrative example of subject matter classified in this group:"
"B65G57/30","by adding to the bottom of the stack","","","","","","","This place covers: Illustrative example of subject matter classified in this group:"
"B65G57/301","{by means of reciprocatory or oscillatory lifting and holding or gripping devices}","","","","","","","This place covers: Illustrative example of subject matter classified in this group:"
"B65G57/302","{added articles being lifted to substantially stationary grippers or holders}","","","","","","","This place covers: Illustrative example of subject matter classified in this group:"
"B65G57/303","{the stack being lowered by mobile grippers or holders onto added articles}","","","","","","","This place covers: Illustrative example of subject matter classified in this group:"
"B65G57/306","{the rotary devices being wheels}","","","","","","","This place covers: Illustrative example of subject matter classified in this group:"
"B65G57/307","{the rotary devices being screws}","","","","","","","This place covers: Illustrative example of subject matter classified in this group:"
"B65G57/308","{by means of endless elements}","","","","","","","This place covers: Illustrative example of subject matter classified in this group:"
"B65G57/32","characterised by stacking during transit","","","","","","","This place covers: Illustrative example of subject matter classified in this group:"
"B65G59/00","De-stacking of articles  (B65G60/00 takes precedence)","B65G60/00","Glass sheetsWhen the layers are transferred as a wholeDestacking devicesRemoving from the topOther sheets","B65G49/068|B65G60/00|B65G2814/0308|B65G2814/031|B65H","","","",""
"B65G59/005","{by using insertions or spacers between the stacked layers}","","When the layers are transferred as a whole3F030/BA08Collecting spacers (UCLA)414/929","","","","","This place covers: Illustrative example of subject matter classified in this group:"
"B65G59/02","De-stacking from the top of the stack","","","","","","","This place covers: Illustrative example of subject matter classified in this group:"
"B65G59/023","{by means insertable between the stacked articles or layers}","","","","","","","This place covers: Illustrative example of subject matter classified in this group:"
"B65G59/026","{with a stepwise upward movement of the stack}","","","","","","","This place covers: Illustrative example of subject matter classified in this group:"
"B65G59/04","by suction or magnetic devices","","Magnetic means for retaining the load on the load-carrying surfaceSuction means for retaining the load on the load-carrying surfaceSteel sheets","B65G21/2018|B65G21/2036|B21D43/24","","","","This place covers: Illustrative example of subject matter classified in this group:"
"B65G59/045","{with a stepwise upward movement of the stack}","","","","","","","This place covers: Illustrative example of subject matter classified in this group:"
"B65G59/062","{by means of reciprocating or oscillating escapement-like mechanisms}","","Nested articles","B65G59/103","","","","This place covers: Illustrative example of subject matter classified in this group:"
"B65G59/063","{comprising lifting means}","","Articles being separated substantially perpendicularly to the axis of the stack","B65G59/067","","","","This place covers: Illustrative example of subject matter classified in this group:"
"B65G59/065","{by angularly displacing the stack relatively to the lower most article or vice versa}","","","","","","","This place covers: Illustrative example of subject matter classified in this group:"
"B65G59/066","{by means of rotary devices or endless elements}","","","","","","","This place covers: Illustrative example of subject matter classified in this group:"
"B65G59/067","{articles being separated substantially perpendicularly to the axis of the stack}","","","","","","","This place covers: Only when articles are laying on each other without prior separation by lifting means Illustrative example of subject matter classified in this group:"
"B65G59/068","{by means of endless elements}","","","","","","","This place covers: Only when articles are laying on each other without prior separation by lifting means Illustrative example of subject matter classified in this group:"
"B65G59/08","De-stacking after preliminary tilting of the stack","","","","","","","This place covers: Illustrative example of subject matter classified in this group:"
"B65G59/10","De-stacking nested articles","","Dispensers","A47F1/106","","","","This place covers: Illustrative example of subject matter classified in this group:"
"B65G59/101","{by means of oscillating escapement-like mechanisms}","","","","","","","This place covers: Means pivoting about an axis Illustrative example of subject matter classified in this group:"
"B65G59/102","{the axis of oscillation being substantially parallel to the axis of the stack}","","","","","","","This place covers: Illustrative example of subject matter classified in this group:"
"B65G59/103","{comprising lifting or gripping means}","","De-stacking from the bottom of the stack by means of reciprocating or oscillating escapement-like mechanisms","B65G59/062","","","","This place covers: Illustrative example of subject matter classified in this group:"
"B65G59/105","{by means of reciprocating escapement-like mechanisms}","","","","","","","This place covers: Means with a linear path Illustrative example of subject matter classified in this group:"
"B65G59/106","{comprising lifting or gripping means}","","","","","","","This place covers: Illustrative example of subject matter classified in this group:"
"B65G59/107","{by means of rotary devices or endless elements}","","","","","","","This place covers: Illustrative example of subject matter classified in this group:"
